CaseID,DateCert,DateArgument,DateDecision,TimePeriod,CaseName,CaseSummary,IssueArea
1994005,,1994-10-03,1994-11-14,1990_1999,Albert Hess And Charles F. Walsh V. Port Authority Trans-hudson Corporation,"Requiring a bi-state railway to answer in a federal court to a complaint filed by the injured railroad workers who asserted a federal statutory right to recover damages, did not touch the concerns that underpinned the Eleventh Amendment.",EconomicActivity
1994006,,1994-10-05,1994-11-29,1990_1999,"United States V. X-citement Video, Inc., Et Al.","The Protection of Children Against Sexual Exploitation Act of 1977, banning the interstate transportation of child pornography, was constitutional because it required knowledge that at least one of the video performers was a minor.",FirstAmendment
1994008,,1994-10-11,1994-12-06,1990_1999,"Charles J. Reich V. Marcus E. Collins, Revenue Commissioner Of Georgia, Et Al.","State's denial of a refund of taxes, which were paid by a federal retiree on his retirement benefits under a tax scheme that had been declared unconstitutional, violated the Due Process Clause because no means of redress was provided by tax statute.",EconomicActivity
1994013,,1994-11-07,1995-01-18,1990_1999,"Asgrow Seed Company V. Denny Winterboer And Becky Winterboer, Dba Deebees",The Plant Variety Protection Act of 1970 permitted respondent farmer to only resell his seeds that he bought from petitioner seed company that were capable of being replanted on his own farm.,EconomicActivity
1994019,,1994-11-02,1995-01-23,1990_1999,Christine Mckennon V. Nashville Banner Publishing Company,,SexDiscrimination
1994021,,1994-11-07,1995-02-21,1990_1999,Michael A. Lebron V. National Railroad Passenger Corporation,Respondent corporation was a government actor for First Amendment purposes where it was created by special law for the furtherance of government objectives and the government retained authority to appoint its directors.,FirstAmendment
1994022,,1994-12-05,1995-02-21,1990_1999,Milwaukee Brewery Workers' Pension Plan V. Jos. Schlitz Brewing Company And Stroh Brewery Company,The interest that accrued on a withdrawal charge liability that withdrawing employers from a multiemployer plan amortized did not accrue until the first day of the year following withdrawal from the plan.,EconomicActivity
1994024,,1994-11-08,1995-02-22,1990_1999,"United States, Et Al. V. National Treasury Employees Union Et Al.",Honoraria ban that prohibited federal employees from accepting compensation for making speeches or writing articles even when the speech had no connection with the employee's official duties violated the First Amendment.,FirstAmendment
1994028,,1994-11-02,1995-02-28,1990_1999,"Arthur L. Gustafson, Et Al. V. Alloyd Company, Incorporated, Fka Alloyd Holdings, Incorporated, Et Al.","Purchaser of stock through a private sale could not rescind purchase under Securities Act of 1933 (Act) based on inaccurate financial recitations in purchase agreement because the word prospectus, as used in Act, referred only to public offerings.",EconomicActivity
1994031,,1995-01-10,1995-03-06,1990_1999,"Antonio Mastrobuono And Diana G. Mastrobuono V. Shearson Lehman Hutton, Inc., Et Al.","Agreement selecting a state for choice of law meant that only that state's substantive law applied to the parties' disagreement, but arbitration rules permitted the arbitration panel to award punitive damages, despite state's law to the contrary.",EconomicActivity
1994032,,1995-01-17,1995-03-06,1990_1999,"Curtiss-wright Corporation V. Frank C. Schoonejongen, Et Al.","Company's amendment procedure stating that it reserved the right at any time to amend the plan properly satisfied ERISA requirements, but determination of whether amendment procedure was complied with was needed.",EconomicActivity
1994037,,1995-01-09,1995-03-28,1990_1999,"Qualitex Company V. Jacobson Products Company, Inc.",Petitioner was entitled to register a color as a trademark to the extent it met the ordinary requirements to register a trademark as long as its use as a mark would not permit petitioner to interfere with legitimate competition.,EconomicActivity
1994038,,1994-11-28,1995-04-03,1990_1999,"Oklahoma Tax Commission V. Jefferson Lines, Inc.","Oklahoma's sales tax on the full price of a ticket for bus travel from Oklahoma to another state was consistent with the Commerce Clause and ""the negative Commerce Clause.""",EconomicActivity
1994041,,1995-02-28,1995-04-18,1990_1999,"Donna E. Shalala, Secretary Of Health And Human Services V. Margaret Whitecotton Et Al.","Where claimant's injuries first manifested before vaccination, claimant failed to make out a prima facie case for compensation under the National Childhood Vaccine Injury Act of 1986.",EconomicActivity
1994043,,1995-02-21,1995-04-18,1990_1999,"George W. Heintz, Et Al. V. Darlene Jenkins","A debtor had a claim against lawyers under the Fair Debt Collection Practices Act because the term ""debt collector"" applied to a lawyer who regularly, though litigation, tried to collect consumer debts.",EconomicActivity
1994045,,1994-10-12,1995-04-19,1990_1999,"Joseph Mcintyre, Executor Of Estate Of Margaret Mcintyre, Deceased V. Ohio Elections Commission",Statute prohibiting distribution of anonymous campaign literature was invalid as it abridged freedom of speech. The statute was not narrowly tailored to serve an overriding state interest.,FirstAmendment
1994048,,1994-11-30,1995-04-19,1990_1999,"Robert E. Rubin, Secretary Of The Treasury V. Coors Brewing Company",The Federal Alcohol Administration Act invalidly infringed on a brewer's freedom of speech because the act was more extensive than necessary to serve the government's interest in preventing competition on the basis of alcohol strength.,FirstAmendment
1994061,,1995-03-22,1995-05-22,1990_1999,"First Options Of Chicago, Inc. V. Manuel Kaplan, Et Ux. And Mk Investments, Inc.",Stock trader and wife never agreed to arbitrate arbitrability of dispute with clearinghouse. Court of appeals correctly held arbitrability issue was subject to review de novo for questions of law and clearly erroneous review for questions of fact.,EconomicActivity
1994068,,1995-04-24,1995-06-12,1990_1999,"City Of Milwaukee V. Cement Division, National Gypsum Company, Et Al.",City was liable for prejudgment interest after it was found one-third negligent for damage caused to company's vessel because the existence of mutual fault did not justify the denial of prejudgment interest in an admiralty collision case.,EconomicActivity
1994071,,1995-04-25,1995-06-12,1990_1999,Metropolitan Stevedore Company V. John Rambo Et Al.,"For purposes of modifying a disability award under the Longshore and Harbor Workers' Compensation Act, a change of conditions could include a change in a claimant's earning capacity, even when there was no change in his physical condition.",EconomicActivity
1994075,,1995-02-21,1995-06-14,1990_1999,"Chandris, Inc., Et Al. V. Antonios Latsis","On writ of certiorari, order vacating a judgment in favor of a ship owner was affirmed because the Jones Act remedy could be available to maritime workers who spent a portion of their time working on shore but spent the rest of their time at sea.",EconomicActivity
1994082,,1995-03-20,1995-06-19,1990_1999,"Vimar Seguros Y Reaseguros, S. A. V. M/v Sky Reefer, Her Engines, Etc., Et Al.",The increased cost of litigating in a distant forum did not lessen liability as that terms was used in the Carriage of Goods by Sea Act. Thus an arbitration clause in a bill of lading was enforceable.,EconomicActivity
1994083,,1995-04-25,1995-06-19,1990_1999,"John J. Hurley And South Boston Allied War Veterans Council V. Irish-american Gay, Lesbian And Bisexual Group Of Boston, Etc., Et Al.",Petitioners' First Amendment rights to free speech were violated by the application of a state statute to force petitioners to include groups in their parade who espoused beliefs with which petitioners did not agree.,FirstAmendment
1994088,,1995-04-17,1995-06-29,1990_1999,"Bruce Babbitt, Secretary Of The Interior, Et Al. V. Sweet Home Chapter Of Communities For A Great Oregon Et Al.",Endangered Species Act regulation defining harm to include habitat modification and degradation was reasonable because ordinary understanding of harm encompassed habitat modification that resulted in actual injury or death to endangered species.,EconomicActivity
1994090,,1995-04-26,1995-06-29,1990_1999,"Capitol Square Review And Advisory Board, Et Al. V. Vincent J. Pinette, Donnie A. Carr And Knights Of The Ku Klux Klan","Respondents entitled to display cross on government property, as Establishment Clause not violated where religious speech was purely private, occurred in a public forum, was publicly announced and open to all on equal terms.",FirstAmendment
1994091,,1995-03-01,1995-06-29,1990_1999,"Ronald W. Rosenberger, Et Al. V. Rector And Visitors Of The University Of Virginia Et Al.","By excluding a student publication from participating in a student activities fund solely on the basis of the publication's religious viewpoint, a state university engaged in content discrimination and violated the First Amendment.",FirstAmendment
